t [hr],T [C]
247029,-3.6
247030,-4
247031,-4.9
247032,-5.2
247033,-6.2
247034,-7
247035,-8.2
247036,-7.6
247037,-8.8
247038,-7.7
247039,-8.5
247040,-8.1
247041,-7
247042,-6.3
247043,-4.9
247044,-3.7
247045,-3.9
247046,-3.4
247047,-3.2
247048,-4
247049,-5.7
247050,-6.5
247051,-7.7
247052,-9.2
247053,-10.1
247054,-10.5
247055,-12.1
247056,-13.3
247057,-13.6
247058,-13.5
247059,-13.7
247060,-13.7
247061,-13.7
247062,-14.1
247063,-14.4
247064,-13.8
247065,-12.8
247066,-11.2
247067,-9.3
247068,-7.6
247069,-5.8
247070,-4.4
247071,-3.4
247072,-2.7
247073,-2.2
247074,-2.5
247075,-4.8
247076,-5.8
247077,-6.5
247078,-6.6
247079,-5.4
247080,-6
247081,-6.9
247082,-7.5
247083,-8.7
247084,-9.8
247085,-9.5
247086,-9.2
247087,-10.3
247088,-10.9
247089,-11
247090,-11.1
247091,-10.6
247092,-9.7
247093,-9.4
247094,-8.4
247095,-7.7
247096,-6.5
247097,-6.3
247098,-6.6
247099,-7
247100,-7
247101,-7.3
247102,-7.6
247103,-8.6
247104,-9.4
247105,-9.9
247106,-11.2
247107,-11.9
247108,-12
247109,-11.9
247110,-11.8
247111,-11.8
247112,-11.4
247113,-10.1
247114,-7.7
247115,-5.9
247116,-4.6
247117,-3.2
247118,-1.7
247119,-1.2
247120,-1.7
247121,-2.5
247122,-3.7
247123,-5.6
247124,-7.8
247125,-9.2
247126,-10.4
247127,-10.9
247128,-11.6
247129,-12.6
247130,-13.3
247131,-13.7
247132,-15
247133,-15.7
247134,-16.5
247135,-16.8
247136,-15.9
247137,-15.3
247138,-14.1
247139,-12.7
247140,-10.9
247141,-9.2
247142,-7.6
247143,-6.4
247144,-5.5
247145,-5.2
247146,-5.2
247147,-6.5
247148,-7.8
247149,-9.6
247150,-11.7
247151,-11.7
247152,-13.2
247153,-13.4
247154,-13.7
247155,-14.4
247156,-15.3
247157,-16.4
247158,-16.7
247159,-16.9
247160,-15.5
247161,-14.3
247162,-12.3
247163,-10.4
247164,-8.6
247165,-6.8
247166,-5.5
247167,-4.8
247168,-4.2
247169,-4.2
247170,-4.8
247171,-6.4
247172,-8
247173,-8.6
247174,-9.8
247175,-9.8
247176,-10.1
247177,-10.8
247178,-11.6
247179,-13.4
247180,-13.3
247181,-14
247182,-13.9
247183,-14
247184,-13
247185,-12
247186,-9.8
247187,-7.6
247188,-5.2
247189,-4
247190,-2.7
247191,-1.7
247192,-1.5
247193,-1.4
247194,-2.3
247195,-3.1
247196,-4
247197,-4.9
247198,-5.8
247199,-6.6
247200,-7.4
247201,-8
247202,-8.8
247203,-9.5
247204,-10
247205,-10.6
247206,-11.4
247207,-11.5
247208,-10.2
247209,-9.2
247210,-7.9
247211,-5.9
247212,-4
247213,-2.1
247214,-1
247215,0
247216,0
247217,0.5
247218,0
247219,-1.9
247220,-2.7
247221,-3.7
247222,-4.5
247223,-5.5
247224,-6.2
247225,-6.7
247226,-7.5
247227,-7.9
247228,-8.5
247229,-9.3
247230,-10
247231,-10.2
247232,-9.5
247233,-7.9
247234,-5.5
247235,-3.5
247236,-2.4
247237,-1.4
247238,-0.4
247239,0.2
247240,0.2
247241,-0.1
247242,-1.4
247243,-3.2
247244,-4
247245,-4.8
247246,-5.8
247247,-6.9
247248,-7.9
247249,-9.4
247250,-10.9
247251,-12.3
247252,-13.6
247253,-14.7
247254,-15.7
247255,-16
247256,-15.7
247257,-14.3
247258,-12.3
247259,-11
247260,-8.9
247261,-7.1
247262,-5.3
247263,-4.3
247264,-3.6
247265,-3.7
247266,-4.6
247267,-6.3
247268,-7
247269,-7.9
247270,-9
247271,-10.1
247272,-10.8
247273,-11.5
247274,-12.1
247275,-13
247276,-13.7
247277,-13.5
247278,-14.1
247279,-13.9
247280,-12.3
247281,-11.1
247282,-9.2
247283,-6.1
247284,-3.9
247285,-2.1
247286,-0.5
247287,0.5
247288,1.2
247289,1.3
247290,0.9
247291,0.6
247292,-0.3
247293,-1.1
247294,-1.7
247295,-2.2
247296,-2.7
247297,-2.9
247298,-3.8
247299,-4.4
247300,-5.3
247301,-5.2
247302,-5.1
247303,-4.6
247304,-3.9
247305,-1.8
247306,0.2
247307,2.2
247308,4
247309,4.3
247310,4.5
247311,5
247312,5
247313,5.1
247314,5.2
247315,2.5
247316,2.3
247317,1.5
247318,1.3
247319,0.5
247320,0.8
247321,0.6
247322,0.3
247323,0
247324,0.2
247325,0.1
247326,-0.2
247327,-0.1
247328,0.5
247329,1.5
247330,0.8
247331,0.5
247332,0.3
247333,0.4
247334,0.7
247335,1
247336,1.1
247337,1
247338,1
247339,1
247340,0.9
247341,1
247342,0.9
247343,0.8
247344,1.4
247345,1.2
247346,0.9
247347,0.7
247348,0.8
247349,0.8
247350,0.5
247351,0.3
247352,0.7
247353,1.2
247354,1.6
247355,1.8
247356,2.3
247357,3
247358,3.8
247359,4.5
247360,4.5
247361,5.1
247362,4.5
247363,2.6
247364,1.1
247365,0.2
247366,-0.8
247367,-1.2
247368,-1.5
247369,-1.5
247370,-1.9
247371,-2.4
247372,-2.8
247373,-1.6
247374,-2.2
247375,-2
247376,-1.9
247377,-0.5
247378,0.7
247379,1.7
247380,2.1
247381,2.7
247382,4.1
247383,4.6
247384,5.4
247385,5.3
247386,4.9
247387,4.5
247388,4
247389,2.7
247390,0.3
247391,-0.6
247392,-1.3
247393,-2.3
247394,-3.3
247395,-4.4
247396,-5.4
247397,-6.2
247398,-7
247399,-7.1
247400,-5.7
247401,-4.1
247402,-2.4
247403,-1.3
247404,-0.7
247405,0.1
247406,0.7
247407,1.6
247408,1.9
247409,1.8
247410,0.6
247411,-0.5
247412,-0.8
247413,-1.3
247414,-2.3
247415,-2.9
247416,-3.1
247417,-4.8
247418,-5.4
247419,-5.6
247420,-5.8
247421,-5.6
247422,-6.1
247423,-5.2
247424,-4.4
247425,-3.8
247426,-2.5
247427,-1.6
247428,-1.4
247429,-0.8
247430,-0.4
247431,-0.4
247432,-0.4
247433,-0.4
247434,-0.3
247435,-0.3
247436,0
247437,-3.8
247438,-5.6
247439,-6.8
247440,-8
247441,-9
247442,-9.7
247443,-10.7
247444,-11.2
247445,-11
247446,-12.5
247447,-12.8
247448,-11.1
247449,-9.8
247450,-8.2
247451,-6.6
247452,-5.2
247453,-5
247454,-4
247455,-4.3
247456,-3.7
247457,-4.2
247458,-4.9
247459,-5.6
247460,-7.3
247461,-8.2
247462,-8.8
247463,-9.5
247464,-10.4
247465,-11.3
247466,-11.7
247467,-12.5
247468,-12
247469,-12.7
247470,-13.1
247471,-11.8
247472,-10.1
247473,-6.5
247474,-3.9
247475,-3.1
247476,-1.7
247477,-0.7
247478,-0.8
247479,-0.2
247480,-0.1
247481,-0.3
247482,-1.2
247483,-2
247484,-2.8
247485,-3.1
247486,-3.1
247487,-3.3
247488,-3.6
247489,-3.7
247490,-3.8
247491,-4.3
247492,-4.4
247493,-5.4
247494,-6.4
247495,-7.4
247496,-7.9
247497,-7.7
247498,-6.3
247499,-4.7
247500,-3.4
247501,-2.2
247502,-1.4
247503,-0.8
247504,-1.4
247505,-2.3
247506,-3.4
247507,-3.9
247508,-4.3
247509,-4.8
247510,-5
247511,-5.5
247512,-6
247513,-6.8
247514,-7.5
247515,-8
247516,-8.5
247517,-9
247518,-9.4
247519,-9.3
247520,-9.5
247521,-9.9
247522,-9.7
247523,-9.9
247524,-9.9
247525,-10
247526,-10.3
247527,-9.7
247528,-9.1
247529,-8.1
247530,-7.8
247531,-8.7
247532,-10.1
247533,-11.4
247534,-13.3
247535,-13
247536,-16.7
247537,-17.8
247538,-17.5
247539,-17.4
247540,-18.5
247541,-18.4
247542,-19.9
247543,-18.9
247544,-16.2
247545,-13.3
247546,-9.2
247547,-6.4
247548,-5.4
247549,-3.3
247550,-2.85
247551,-2.5
247552,-2.5
247553,-2.5
247554,-2.5
247555,-3.8
247556,-4.5
247557,-5
247558,-5.3
247559,-6.4
247560,-5.9
247561,-6.2
247562,-7
247563,-7.5
247564,-8
247565,-7.9
247566,-8.1
247567,-7.5
247568,-6.9
247569,-5.8
247570,-4.6
247571,-3.5
247572,-3.1
247573,-3.1
247574,-3.1
247575,-2.8
247576,-2.9
247577,-3
247578,-3.6
247579,-3.5
247580,-4.2
247581,-4.5
247582,-5
247583,-5.3
247584,-7.2
247585,-8.3
247586,-8.7
247587,-9.5
247588,-11.1
247589,-12.6
247590,-13.5
247591,-12.3
247592,-11.1
247593,-10
247594,-8.4
247595,-6.7
247596,-5.4
247597,-4.3
247598,-3.4
247599,-4.1
247600,-3.5
247601,-3.5
247602,-3.9
247603,-4.7
247604,-5.3
247605,-5.3
247606,-7.3
247607,-8
247608,-8.3
247609,-8.7
247610,-9.6
247611,-11.1
247612,-12.2
247613,-15.1
247614,-14.5
247615,-14.8
247616,-13.5
247617,-9.6
247618,-7.2
247619,-6.2
247620,-4.4
247621,-4
247622,-2.9
247623,-2.1
247624,-1.5
247625,-2
247626,-1.6
247627,-2.7
247628,-2.9
247629,-3.3
247630,-4.9
247631,-7
247632,-7.5
247633,-8.6
247634,-7.3
247635,-7.9
247636,-8.9
247637,-9.6
247638,-9.8
247639,-9.3
247640,-6.7
247641,-5.6
247642,-4.3
247643,-3.3
247644,-1.7
247645,-1.1
247646,-0.2
247647,0.5
247648,0.7
247649,0.9
247650,0.5
247651,-0.2
247652,-1.2
247653,-2.2
247654,-3.5
247655,-4.3
247656,-3.9
247657,-4.3
247658,-4.8
247659,-5.5
247660,-6
247661,-6.8
247662,-7.2
247663,-7.5
247664,-6.4
247665,-3.9
247666,-2
247667,-0.2
247668,1.1
247669,1.7
247670,2.2
247671,2.7
247672,2.3
247673,2.6
247674,2.2
247675,0.8
247676,-0.5
247677,-1.8
247678,-2.8
247679,-3.5
247680,-4.6
247681,-5.3
247682,-5.5
247683,-5.3
247684,-4.7
247685,-5.5
247686,-5
247687,-4
247688,-3
247689,-1.2
247690,-0.7
247691,0
247692,0.9
247693,1.8
247694,1.5
247695,2.5
247696,2.2
247697,2.3
247698,2.5
247699,1.2
247700,-0.4
247701,-0.7
247702,-1.3
247703,-1.9
247704,-3.1
247705,-3.4
247706,-3.8
247707,-4.5
247708,-5.2
247709,-4.7
247710,-5
247711,-4.6
247712,-3.6
247713,-2
247714,-0.9
247715,-0.1
247716,-1.2
247717,-0.8
247718,-0.9
247719,-0.4
247720,-0.2
247721,-0.1
247722,-0.1
247723,-0.1
247724,-0.2
247725,-1.1
247726,-1.9
247727,-3
247728,-4.2
247729,-4.5
247730,-4.3
247731,-5.7
247732,-4.3
247733,-5.4
247734,-5
247735,-4.4
247736,-4.4
247737,-3.8
247738,-2
247739,-0.9
247740,-0.2
247741,0.9
247742,1.3
247743,1.7
247744,2
247745,2.2
247746,1.8
247747,2.1
247748,1.7
247749,0.2
247750,-0.4
247751,-0.9
247752,-1.6
247753,-2.4
247754,-3.9
247755,-5.7
247756,-6.9
247757,-7.9
247758,-8.5
247759,-9.3
247760,-9.5
247761,-9.2
247762,-8.5
247763,-8.2
247764,-7.5
247765,-6.9
247766,-6
247767,-5.7
247768,-5.7
247769,-5.7
247770,-5.8
247771,-6.2
247772,-6.6
247773,-7.3
247774,-7.6
247775,-7.9
247776,-8.1
247777,-8.2
247778,-8.8
247779,-9.1
247780,-9.3
247781,-9.5
247782,-9.8
247783,-9.5
247784,-8.9
247785,-7.9
247786,-7
247787,-6.2
247788,-4.8
247789,-4.2
247790,-3.2
247791,-2.2
247792,-3.6
247793,-3.8
247794,-4.2
247795,-4.3
247796,-4.2
247797,-4.2
247798,-4.4
247799,-4.5
247800,-4.6
247801,-4.6
247802,-4.5
247803,-4.2
247804,-4
247805,-3.8
247806,-3.9
247807,-3.2
247808,-2.9
247809,-2
247810,-1.4
247811,-0.6
247812,-0.2
247813,0.5
247814,1
247815,1.3
247816,1.1
247817,1.1
247818,1.2
247819,0.7
247820,0.2
247821,0.1
247822,0.1
247823,0
247824,0
247825,-0.1
247826,-0.2
247827,-0.2
247828,-0.3
247829,-0.4
247830,-1.4
247831,-2.1
247832,-2.4
247833,-2.2
247834,-2
247835,-1.4
247836,-0.8
247837,0.2
247838,1
247839,2.2
247840,2.7
247841,2.6
247842,1.8
247843,1.4
247844,0.9
247845,0.9
247846,0.6
247847,0.2
247848,-0.2
247849,-0.3
247850,-0.6
247851,-1
247852,-1.2
247853,-1.5
247854,-1.6
247855,-1.8
247856,-1.6
247857,-1.3
247858,-1.4
247859,-0.8
247860,-0.6
247861,-0.1
247862,0.7
247863,0.4
247864,-0.3
247865,-0.4
247866,-0.2
247867,-0.2
247868,-0.2
247869,-0.5
247870,-0.9
247871,-1.4
247872,-1.7
247873,-2.2
247874,-2.7
247875,-3.6
247876,-4
247877,-4.4
247878,-4.4
247879,-4.1
247880,-4.1
247881,-3.2
247882,-2.4
247883,-1.8
247884,-0.7
247885,0
247886,0.9
247887,0.5
247888,0.9
247889,1.1
247890,1.7
247891,1.1
247892,0.2
247893,-0.6
247894,-1.4
247895,-1.6
247896,-2.1
247897,-2.9
247898,-3.1
247899,-4
247900,-4.5
247901,-5.1
247902,-5.2
247903,-4.3
247904,-2.5
247905,-0.5
247906,1.6
247907,2.7
247908,3.9
247909,5.8
247910,6.7
247911,7.2
247912,8
247913,8.3
247914,8.4
247915,7.6
247916,6.5
247917,5.4
247918,5.1
247919,2.8
247920,1.1
247921,-0.2
247922,0.2
247923,-0.3
247924,-3
247925,-3.4
247926,-4.2
247927,-1.7
247928,0.8
247929,3.9
247930,5.7
247931,7.5
247932,8.2
247933,10.2
247934,10.2
247935,12.5
247936,11.1
247937,10.7
247938,10.6
247939,9.4
247940,6.8
247941,5.9
247942,5.7
247943,3.2
247944,2.6
247945,3.1
247946,1.9
247947,-0.3
247948,-1.2
247949,-2.7
247950,-3
247951,-0.8
247952,1.8
247953,5.1
247954,6.9
247955,8.6
247956,9.9
247957,10.8
247958,12.3
247959,13.3
247960,14
247961,12.2
247962,12.2
247963,9
247964,7.8
247965,7
247966,5.8
247967,6.2
247968,5.3
247969,4.8
247970,4.3
247971,3.6
247972,2.9
247973,1.5
247974,0.2
247975,2.4
247976,4.4
247977,6.2
247978,8.2
247979,10.2
247980,11.5
247981,12.1
247982,12.3
247983,12.5
247984,12.3
247985,12.5
247986,11.7
247987,9
247988,8.7
247989,8.5
247990,8.6
247991,8.4
247992,8.6
247993,8.8
247994,7.2
247995,6.5
247996,7.9
247997,6.4
247998,2.3
247999,5.4
248000,8.3
248001,8.3
248002,9.9
248003,12
248004,12.8
248005,14.4
248006,14.8
248007,14.6
248008,14.4
248009,13
248010,11.7
248011,10.8
248012,8.4
248013,6.7
248014,6.2
248015,5.8
248016,4.8
248017,4.1
248018,3.7
248019,3.2
248020,2.2
248021,1.8
248022,1.4
248023,1
248024,0.6
248025,0.4
248026,0.6
248027,0.9
248028,1.4
248029,2.4
248030,2.3
248031,2.2
248032,2.5
248033,2.8
248034,3.2
248035,2.9
248036,2.4
248037,2.3
248038,1.6
248039,0.6
248040,-1.5
248041,-0.1
248042,-1.1
248043,-2.9
248044,-3.7
248045,-2.9
248046,-3.2
248047,-1.4
248048,1.3
248049,4.2
248050,6.8
248051,8.9
248052,10.2
248053,11.2
248054,12.3
248055,12.6
248056,12
248057,11.7
248058,10.1
248059,8.2
248060,6.5
248061,5.7
248062,4.5
248063,4
248064,2.5
248065,2.2
248066,1.5
248067,1.1
248068,2.2
248069,2.8
248070,2.2
248071,2.5
248072,3.4
248073,4.8
248074,5.2
248075,5.8
248076,5.1
248077,5.4
248078,5
248079,4
248080,2.6
248081,1
248082,0.1
248083,0
248084,-0.2
248085,-0.4
248086,-0.6
248087,-1
248088,-1.4
248089,-2
248090,-2.8
248091,-3.4
248092,-4
248093,-4.3
248094,-4.7
248095,-4.5
248096,-4.7
248097,-4.2
248098,-3.8
248099,-3.2
248100,-2.9
248101,-2
248102,-0.7
248103,-0.3
248104,0
248105,0.4
248106,0.9
248107,1
248108,0.8
248109,0
248110,-0.9
248111,-1.7
248112,-2.4
248113,-3.2
248114,-4.1
248115,-4.7
248116,-5.7
248117,-5.9
248118,-5.8
248119,-4.5
248120,-2.8
248121,-1.4
248122,0.3
248123,2.4
248124,4.1
248125,5.7
248126,7.2
248127,8.9
248128,10
248129,10.6
248130,10.5
248131,9.8
248132,8
248133,7.1
248134,5.8
248135,4.7
248136,3.7
248137,2
248138,2.4
248139,2.2
248140,0.6
248141,-0.7
248142,0.9
248143,4
248144,6.6
248145,9
248146,12.6
248147,14.9
248148,16.5
248149,17.1
248150,17.8
248151,17.9
248152,18.2
248153,17.1
248154,15.9
248155,13.8
248156,9.5
248157,8.2
248158,6.3
248159,6.2
248160,6.2
248161,6.2
248162,5.7
248163,5.4
248164,4.9
248165,5.2
248166,4.8
248167,5.3
248168,6.1
248169,8.8
248170,11.8
248171,16.5
248172,19.2
248173,21.4
248174,21.6
248175,22.1
248176,21.6
248177,21.7
248178,19.9
248179,17.8
248180,15.8
248181,14.1
248182,12.2
248183,11.6
248184,11.7
248185,11.2
248186,10.8
248187,10.1
248188,10.1
248189,11.4
248190,11.3
248191,13.2
248192,11.2
248193,10.7
248194,10.3
248195,10.5
248196,10.8
248197,11.2
248198,11.6
248199,12.3
248200,13.3
248201,13.1
248202,13.2
248203,12.8
248204,12.7
248205,10.6
248206,9.5
248207,9.7
248208,9.4
248209,9.1
248210,8.7
248211,8.1
248212,7.8
248213,6.7
248214,6.2
248215,6.3
248216,7.2
248217,6.4
248218,6.6
248219,7.7
248220,7.5
248221,8.1
248222,8.9
248223,10.1
248224,11.7
248225,11.1
248226,11.6
248227,10.7
248228,9.4
248229,7.2
248230,7.5
248231,6.9
248232,5.8
248233,4.8
248234,5
248235,4.8
248236,4.9
248237,3.3
248238,4.3
248239,4.7
248240,4.9
248241,4.6
248242,4.9
248243,4.8
248244,4.2
248245,4.4
248246,4.3
248247,4.1
248248,4.8
248249,5.5
248250,6.3
248251,6.1
248252,5.7
248253,5.9
248254,6.4
248255,5.5
248256,5
248257,5.3
248258,4.5
248259,3.5
248260,3.3
248261,2.9
248262,3.5
248263,5.5
248264,7.7
248265,10.7
248266,12.5
248267,16
248268,19
248269,19.9
248270,20.2
248271,19.9
248272,19.7
248273,19
248274,17.9
248275,15.5
248276,11.8
248277,9.2
248278,8.8
248279,7.1
248280,6.2
248281,5.5
248282,4.3
248283,3.7
248284,2.9
248285,2.4
248286,2.6
248287,2.7
248288,4.9
248289,6.8
248290,8.5
248291,9.3
248292,9.9
248293,11.2
248294,12.2
248295,12.6
248296,13.2
248297,12.4
248298,11.9
248299,9.3
248300,7.5
248301,6.3
248302,5.1
248303,4.2
248304,3.7
248305,2.5
248306,2.1
248307,1.7
248308,1.8
248309,0.6
248310,1
248311,4.7
248312,7.5
248313,9.4
248314,11.3
248315,13.2
248316,14.3
248317,14.8
248318,15.6
248319,15.3
248320,15.5
248321,15.1
248322,13.7
248323,11.9
248324,10
248325,8.2
248326,6.6
248327,5.4
248328,4.8
248329,3.6
248330,4.3
248331,3.2
248332,2.7
248333,2.4
248334,5.5
248335,7.6
248336,11
248337,13.6
248338,17.1
248339,18.1
248340,19.8
248341,21.1
248342,21.5
248343,21.1
248344,20.4
248345,19.8
248346,18.7
248347,16.8
248348,15.2
248349,13.6
248350,12.1
248351,11.4
248352,9.3
248353,9.1
248354,8.2
248355,7.7
248356,6.9
248357,6.4
248358,6.8
248359,8.8
248360,11.9
248361,14.3
248362,17.5
248363,20.2
248364,22.1
248365,22.1
248366,22.8
248367,21.4
248368,21.7
248369,20.9
248370,21.2
248371,20.1
248372,17.2
248373,17.3
248374,16.9
248375,13.6
248376,13
248377,11.9
248378,11.3
248379,11.2
248380,10.6
248381,10.7
248382,10.7
248383,11.3
248384,11.3
248385,11.9
248386,12.1
248387,10.8
248388,11.4
248389,10.3
248390,9.5
248391,10.7
248392,11.1
248393,10.4
248394,6.5
248395,5
248396,3.4
248397,2.4
248398,1.6
248399,1.2
248400,0.5
248401,0
248402,-1
248403,-1.6
248404,-2.1
248405,-2.7
248406,-1.6
248407,0.4
248408,1.6
248409,3.1
248410,3.8
248411,5.8
248412,7.1
248413,8.8
248414,9.7
248415,10.9
248416,11.3
248417,11.8
248418,11.1
248419,9.3
248420,6
248421,4.9
248422,3.6
248423,3.3
248424,3
248425,2.2
248426,0.7
248427,-0.2
248428,0.3
248429,1.6
248430,1.4
248431,5.1
248432,7.4
248433,9.8
248434,11.8
248435,12.7
248436,14.1
248437,14.6
248438,15.2
248439,15.9
248440,16.9
248441,16.4
248442,16.6
248443,15.6
248444,14.6
248445,9.5
248446,9.6
248447,9.5
248448,8.8
248449,8.2
248450,6.6
248451,6.2
248452,6
248453,5.3
248454,6.2
248455,7.2
248456,11.9
248457,14.7
248458,16.2
248459,17.2
248460,17.9
248461,18.1
248462,19
248463,19.2
248464,19
248465,18.5
248466,17.7
248467,16.1
248468,12.8
248469,11.6
248470,10.1
248471,9.5
248472,8.8
248473,7.3
248474,6.5
248475,6.9
248476,7
248477,7.3
248478,7.4
248479,10.8
248480,13.7
248481,16.1
248482,19.2
248483,21.4
248484,23.2
248485,24.2
248486,24.5
248487,24.3
248488,23.9
248489,23.4
248490,22.8
248491,20.8
248492,18.6
248493,17.3
248494,15.6
248495,14.1
248496,12.6
248497,11.9
248498,11.1
248499,12
248500,10.4
248501,9.7
248502,9.4
248503,8.8
248504,9.8
248505,10.8
248506,12.1
248507,13.1
248508,13.9
248509,14.7
248510,14.4
248511,14.4
248512,14.1
248513,13.9
248514,13.4
248515,12
248516,8.7
248517,8.1
248518,6.4
248519,6
248520,5.7
248521,4.2
248522,3.6
248523,3.1
248524,3.5
248525,3.7
248526,5.1
248527,6.5
248528,10
248529,14
248530,14.1
248531,17.6
248532,19.1
248533,21.7
248534,21.6
248535,22.6
248536,20
248537,22
248538,20.3
248539,19.4
248540,18.1
248541,16.8
248542,15.4
248543,14.5
248544,9.7
248545,9.1
248546,7.8
248547,5.8
248548,3.8
248549,2.4
248550,1.9
248551,1.9
248552,3
248553,4.5
248554,6.3
248555,7.7
248556,8.5
248557,10.2
248558,11.3
248559,11.5
248560,12.4
248561,12.9
248562,12.8
248563,11.7
248564,10
248565,7.8
248566,6.5
248567,5.5
248568,5.7
248569,4.4
248570,3.1
248571,1.8
248572,0.8
248573,1
248574,2.3
248575,4
248576,6.6
248577,8.4
248578,11.3
248579,12.6
248580,14.1
248581,15.5
248582,16.6
248583,17.1
248584,17.9
248585,17.7
248586,17.6
248587,16.8
248588,15.2
248589,14.2
248590,13.7
248591,13.3
248592,11.5
248593,10.3
248594,9.9
248595,10
248596,9.2
248597,9.1
248598,9.7
248599,10.8
248600,11.9
248601,12.8
248602,14.6
248603,16.2
248604,16.5
248605,13.7
248606,12.2
248607,12.5
248608,12.5
248609,12.1
248610,12.1
248611,11.5
248612,11.5
248613,11.5
248614,11.5
248615,11.6
248616,8
248617,7.2
248618,6.4
248619,5.4
248620,4.9
248621,4.6
248622,4.6
248623,4.2
248624,5.4
248625,7
248626,8.8
248627,10.5
248628,12.6
248629,13.8
248630,16.3
248631,17.4
248632,18
248633,19
248634,18.8
248635,17.8
248636,16.2
248637,11.6
248638,10.5
248639,9.4
248640,8
248641,7.5
248642,8.5
248643,6.1
248644,6.7
248645,6.4
248646,7.2
248647,10.7
248648,15
248649,18.3
248650,20.7
248651,22
248652,23.2
248653,23.4
248654,24.6
248655,24.9
248656,24.6
248657,23
248658,21.9
248659,20.4
248660,17.9
248661,15.9
248662,14.5
248663,14.1
248664,13.7
248665,12.5
248666,11.7
248667,10.8
248668,10.4
248669,11.9
248670,11.3
248671,14.6
248672,16.9
248673,18.1
248674,19.1
248675,19.9
248676,20.2
248677,21
248678,22.2
248679,22.6
248680,22.9
248681,23.7
248682,22.7
248683,20.8
248684,18.3
248685,15.7
248686,14.9
248687,13.6
248688,13.1
248689,11.3
248690,11.6
248691,12.9
248692,12.1
248693,11.5
248694,11.3
248695,11.3
248696,12.3
248697,13.1
248698,14.5
248699,15.7
248700,17.5
248701,19.4
248702,20.3
248703,21.8
248704,22.9
248705,23.2
248706,22.7
248707,21.8
248708,18.8
248709,18.5
248710,16.1
248711,14.9
248712,13
248713,12.2
248714,11.8
248715,9.4
248716,8.9
248717,8.6
248718,11.3
248719,13.1
248720,16.7
248721,21.1
248722,23.6
248723,25.4
248724,27.3
248725,28
248726,28.5
248727,27.9
248728,27.3
248729,26.5
248730,24.1
248731,22.6
248732,20.8
248733,19.2
248734,18.1
248735,17.1
248736,16.1
248737,15.9
248738,16
248739,16.3
248740,16.3
248741,16.1
248742,17
248743,17.4
248744,17.2
248745,17.6
248746,18.2
248747,18.4
248748,18.8
248749,21.4
248750,24.7
248751,26
248752,26.5
248753,25.9
248754,25.1
248755,22.9
248756,21.5
248757,20.1
248758,19.4
248759,18.9
248760,17.4
248761,16.8
248762,16.7
248763,16
248764,15.9
248765,15.3
248766,16.2
248767,16.1
248768,16.1
248769,16.2
248770,16.4
248771,14.4
248772,15
248773,17
248774,18.7
248775,20.6
248776,21.3
248777,20.5
248778,20.2
248779,19.6
248780,19.1
248781,17.1
248782,16.1
248783,15.2
248784,15.1
248785,14.8
248786,14.9
248787,14.7
248788,14.3
248789,14.5
248790,15.1
248791,15.7
248792,16.5
248793,17.4
248794,19
248795,23.6
248796,25.2
248797,26
248798,26.2
248799,26
248800,24.1
248801,23.5
248802,23.1
248803,22.3
248804,21.6
248805,20.2
248806,18.4
248807,17.5
248808,17.3
248809,16.8
248810,15.9
248811,14.6
248812,14.6
248813,14.7
248814,15.5
248815,17.2
248816,20.4
248817,21.6
248818,23.8
248819,24.9
248820,26.4
248821,26.6
248822,27.9
248823,27.4
248824,28.7
248825,27.2
248826,21.9
248827,22.2
248828,20.9
248829,19.1
248830,18
248831,17.3
248832,16.6
248833,15
248834,14.3
248835,13.6
248836,11.4
248837,10.1
248838,9.9
248839,10.2
248840,11.7
248841,13.1
248842,14.9
248843,16.8
248844,19.3
248845,21.1
248846,22.9
248847,23.4
248848,24.3
248849,24.1
248850,23.4
248851,22.7
248852,21
248853,19.7
248854,17.1
248855,17
248856,16.1
248857,16.8
248858,15.9
248859,14.8
248860,14.2
248861,13.7
248862,14.7
248863,17.2
248864,19.4
248865,21.3
248866,22.3
248867,24.1
248868,27.2
248869,28.5
248870,29.2
248871,29.1
248872,28.7
248873,29.1
248874,29.2
248875,27.9
248876,26.3
248877,24.4
248878,22.9
248879,22.9
248880,22.4
248881,21.6
248882,21.5
248883,21.6
248884,20.8
248885,20.6
248886,21.3
248887,22
248888,22.1
248889,20.4
248890,20.1
248891,19.2
248892,18.8
248893,19.4
248894,20.2
248895,21.2
248896,22.2
248897,22.2
248898,23.5
248899,21.9
248900,20.9
248901,20.1
248902,18.8
248903,17.8
248904,17.9
248905,16.9
248906,16.7
248907,16.3
248908,15.9
248909,14.3
248910,11.5
248911,10.7
248912,9.5
248913,9.8
248914,10.2
248915,10.3
248916,11.4
248917,12.9
248918,13.2
248919,13.4
248920,11.2
248921,9.3
248922,8.9
248923,8.6
248924,8.4
248925,7.9
248926,7.7
248927,7.6
248928,6.9
248929,5.9
248930,5.2
248931,4.6
248932,3.8
248933,3.5
248934,4
248935,4.8
248936,6.6
248937,8.4
248938,10.6
248939,12.9
248940,14.4
248941,16.4
248942,17.1
248943,18.8
248944,19.5
248945,18.7
248946,18.6
248947,17.6
248948,14.3
248949,11.8
248950,11
248951,10.5
248952,9.6
248953,8.9
248954,9.5
248955,9.8
248956,9.6
248957,10.2
248958,10.8
248959,12.9
248960,15.9
248961,18.4
248962,20.8
248963,22.7
248964,23.4
248965,21.2
